model,prompt_type,id,task,difficulty,question,gold_answer,model_output,gold_norm,pred_norm,correct
llama-3.1-8b-instant,cot,arith_hard_3,arithmetic,hard,You walk 5 km each day for 6 days. How far do you walk in total?,30,"To find the total distance walked, we need to multiply the distance walked each day by the number of days.

Distance walked each day: 5 km
Number of days: 6

Total distance = Distance walked each day * Number of days
Total distance = 5 km * 6
Total distance = 30 km

So, you walk a total of 30 km in 6 days.",30,5,0
llama-3.1-8b-instant,concise_cot,arith_hard_3,arithmetic,hard,You walk 5 km each day for 6 days. How far do you walk in total?,30,"To find the total distance walked, we need to multiply the distance walked each day by the number of days.

Explanation: 
When you walk 5 km each day for 6 days, you are repeating the same action (walking 5 km) 6 times. To find the total distance, we can multiply the distance walked each day (5 km) by the number of days (6).

Answer: 
5 km/day * 6 days = 30 km",30,5,0
llama-3.1-8b-instant,direct,arith_hard_4,arithmetic,hard,A ticket costs $45. You buy 4 tickets and get $20 off. How much do you pay?,160,"$45 * 4 = $180 (total cost of tickets) 
$180 - $20 = $160 (after discount)",160,45,0
llama-3.1-8b-instant,cot,arith_hard_4,arithmetic,hard,A ticket costs $45. You buy 4 tickets and get $20 off. How much do you pay?,160,"To find out how much you pay, we need to follow these steps:

1. First, we need to find the total cost of 4 tickets without any discount. 
   The cost of 1 ticket is $45. 
   So, the cost of 4 tickets is 4 x $45 = $180.

2. Now, we need to apply the discount of $20 to the total cost of 4 tickets.
   The discount is $20, so we subtract this from the total cost: $180 - $20 = $160.

Therefore, you pay $160 for 4 tickets with a $20 discount.",160,1.,0
llama-3.1-8b-instant,concise_cot,arith_hard_4,arithmetic,hard,A ticket costs $45. You buy 4 tickets and get $20 off. How much do you pay?,160,"To find out how much you pay, you need to first calculate the total cost of the tickets and then subtract the discount.

The total cost of the tickets is 4 tickets * $45 per ticket = $180.

You get a $20 discount, so you subtract that from the total cost: $180 - $20 = $160.

Therefore, you pay $160.",160,4,0
llama-3.1-8b-instant,direct,arith_hard_5,arithmetic,hard,A car travels 60 km per hour for 3 hours. How far does it go?,180,240 km.,180,240,0
llama-3.1-8b-instant,cot,arith_hard_5,arithmetic,hard,A car travels 60 km per hour for 3 hours. How far does it go?,180,"To find out how far the car travels, we need to multiply the speed of the car (60 km per hour) by the time it travels (3 hours).

Step 1: Identify the speed of the car - 60 km per hour
Step 2: Identify the time the car travels - 3 hours
Step 3: Multiply the speed by the time to find the distance traveled
Distance = Speed * Time
Distance = 60 km/h * 3 h
Distance = 180 km

Therefore, the car travels 180 km.",180,60,0
llama-3.1-8b-instant,concise_cot,arith_hard_5,arithmetic,hard,A car travels 60 km per hour for 3 hours. How far does it go?,180,"To find the total distance traveled by the car, we need to multiply the speed (60 km/h) by the time (3 hours).

The formula for distance is: Distance = Speed × Time

So, we multiply 60 km/h by 3 hours to get the total distance traveled by the car.

Answer: 180 km",180,60,0
llama-3.1-8b-instant,direct,arith_hard_6,arithmetic,hard,You have $500. You spend $275. How much is left?,225,$225.,225,225.,0
llama-3.1-8b-instant,cot,arith_hard_6,arithmetic,hard,You have $500. You spend $275. How much is left?,225,"To find out how much is left, we need to subtract the amount spent ($275) from the initial amount ($500).

Step 1: Write down the initial amount: $500
Step 2: Write down the amount spent: $275
Step 3: Subtract the amount spent from the initial amount: $500 - $275 = $225

Therefore, the amount left is $225.",225,275,0
llama-3.1-8b-instant,concise_cot,arith_hard_6,arithmetic,hard,You have $500. You spend $275. How much is left?,225,"To find out how much money is left, we need to subtract the amount spent from the initial amount.

Explanation: 
When you spend money, you are essentially reducing your initial amount by the amount you spent. So, to find the remaining amount, you subtract the spent amount from the initial amount.

Answer: 
$500 (initial amount) - $275 (amount spent) = $225 (amount left)",225,500,0
llama-3.1-8b-instant,direct,arith_hard_7,arithmetic,hard,Each chair costs $48. You buy 7 chairs. What is the total cost?,336,$336.,336,336.,0
llama-3.1-8b-instant,cot,arith_hard_7,arithmetic,hard,Each chair costs $48. You buy 7 chairs. What is the total cost?,336,"To find the total cost, we need to multiply the cost of one chair by the number of chairs.

Cost of one chair: $48
Number of chairs: 7

Total cost = Cost of one chair * Number of chairs
Total cost = $48 * 7
Total cost = $336

So, the total cost of 7 chairs is $336.",336,48,0
llama-3.1-8b-instant,concise_cot,arith_hard_7,arithmetic,hard,Each chair costs $48. You buy 7 chairs. What is the total cost?,336,"To find the total cost, you need to multiply the cost of one chair by the number of chairs you bought.

Explanation: Multiplication is a simple way to add a number a certain number of times. In this case, you're adding the cost of one chair 7 times.

Answer: 
$48 (cost of one chair) * 7 (number of chairs) = $336",336,7,0
llama-3.1-8b-instant,direct,arith_hard_8,arithmetic,hard,A farmer has 9 rows of crops with 14 plants in each row. How many plants are there?,126,There are 126 plants.,126,126,1
llama-3.1-8b-instant,cot,arith_hard_8,arithmetic,hard,A farmer has 9 rows of crops with 14 plants in each row. How many plants are there?,126,"To find the total number of plants, we need to multiply the number of rows by the number of plants in each row.

Step 1: Identify the number of rows and the number of plants in each row.
- Number of rows: 9
- Number of plants in each row: 14

Step 2: Multiply the number of rows by the number of plants in each row.
- Total number of plants = Number of rows * Number of plants in each row
- Total number of plants = 9 * 14

Step 3: Perform the multiplication.
- 9 * 10 = 90
- 9 * 4 = 36
- Add the results: 90 + 36 = 126

Therefore, the total number of plants is 126.",126,1,0
llama-3.1-8b-instant,concise_cot,arith_hard_8,arithmetic,hard,A farmer has 9 rows of crops with 14 plants in each row. How many plants are there?,126,"To find the total number of plants, we need to multiply the number of rows by the number of plants in each row.

Explanation: This is a basic multiplication problem where we are finding the product of two numbers. In this case, we have 9 rows and 14 plants in each row.

Answer: 9 * 14 = 126",126,9,0
llama-3.1-8b-instant,direct,arith_hard_9,arithmetic,hard,"You earn $120 per day for 5 days, then spend $180. How much remains?",420,$600 - $180 = $420.,420,600,0
llama-3.1-8b-instant,cot,arith_hard_9,arithmetic,hard,"You earn $120 per day for 5 days, then spend $180. How much remains?",420,"To find out how much remains after spending $180, we need to follow these steps:

1. Calculate the total amount earned in 5 days:
   Daily earnings: $120
   Number of days: 5
   Total earnings: $120 * 5 = $600

2. Subtract the amount spent from the total earnings:
   Total earnings: $600
   Amount spent: $180
   Remaining amount: $600 - $180 = $420

Therefore, $420 remains after spending $180.",420,180,0
llama-3.1-8b-instant,concise_cot,arith_hard_9,arithmetic,hard,"You earn $120 per day for 5 days, then spend $180. How much remains?",420,"To find out how much remains after spending $180, we need to calculate the total earnings and then subtract the expenses.

You earn $120 per day for 5 days, so your total earnings are:
$120/day * 5 days = $600

Then, you spend $180. To find out how much remains, subtract the expenses from the total earnings:
$600 - $180 = $420

So, $420 remains.",420,180,0
llama-3.1-8b-instant,direct,arith_hard_10,arithmetic,hard,A book costs $18. You buy 9 books and receive a $12 discount. What is the final cost?,150,"$18 * 9 = $162 (total cost of 9 books)
$162 - $12 = $150 (final cost after discount)",150,18,0
llama-3.1-8b-instant,cot,arith_hard_10,arithmetic,hard,A book costs $18. You buy 9 books and receive a $12 discount. What is the final cost?,150,"To find the final cost, we need to follow these steps:

1. First, we need to find the total cost of the 9 books before the discount. 
   The cost of one book is $18. 
   So, the total cost of 9 books is 9 * $18 = $162.

2. Next, we need to apply the $12 discount to the total cost of the 9 books.
   The discount is $12, so we subtract this from the total cost: $162 - $12 = $150.

3. The final cost is the result after applying the discount, which is $150.

So, the final cost of the 9 books after receiving a $12 discount is $150.",150,1.,0
llama-3.1-8b-instant,concise_cot,arith_hard_10,arithmetic,hard,A book costs $18. You buy 9 books and receive a $12 discount. What is the final cost?,150,"To find the final cost, we need to calculate the total cost of the books before the discount and then subtract the discount amount.

The cost of one book is $18. You buy 9 books, so the total cost is 9 x $18 = $162.

You receive a $12 discount, so we subtract the discount from the total cost: $162 - $12 = $150.

The final cost is $150.",150,18.,0
llama-3.1-8b-instant,direct,arith_hard_11,arithmetic,hard,A bus travels 75 km per hour for 4 hours. How far does it travel?,300,300 km.,300,300,1
llama-3.1-8b-instant,cot,arith_hard_11,arithmetic,hard,A bus travels 75 km per hour for 4 hours. How far does it travel?,300,"To find out how far the bus travels, we need to multiply the speed of the bus (75 km per hour) by the time it travels (4 hours).

Step 1: Identify the speed of the bus - 75 km per hour
Step 2: Identify the time the bus travels - 4 hours
Step 3: Multiply the speed by the time to find the distance traveled
Distance = Speed * Time
Distance = 75 km/h * 4 h
Distance = 300 km

Therefore, the bus travels 300 km.",300,75,0
llama-3.1-8b-instant,concise_cot,arith_hard_11,arithmetic,hard,A bus travels 75 km per hour for 4 hours. How far does it travel?,300,"To find the distance traveled by the bus, we need to multiply the speed of the bus (75 km/h) by the time it traveled (4 hours).

This is based on the formula: Distance = Speed × Time.

So, we multiply 75 km/h by 4 hours to get the total distance traveled.",300,75,0
llama-3.1-8b-instant,direct,arith_hard_12,arithmetic,hard,You buy 6 items costing $27 each. What is the total cost?,162,$27 * 6 = $162,162,27,0
llama-3.1-8b-instant,cot,arith_hard_12,arithmetic,hard,You buy 6 items costing $27 each. What is the total cost?,162,"To find the total cost, we need to multiply the number of items by the cost of each item.

Number of items: 6
Cost of each item: $27

Step 1: Multiply the number of items by the cost of each item.
6 * $27 = $162

So, the total cost is $162.",162,6,0
llama-3.1-8b-instant,concise_cot,arith_hard_12,arithmetic,hard,You buy 6 items costing $27 each. What is the total cost?,162,"To find the total cost, you need to multiply the cost of one item by the number of items. 

Answer: $27 * 6 = $162",162,27,0
llama-3.1-8b-instant,direct,arith_hard_13,arithmetic,hard,A warehouse ships 24 boxes each weighing 15 kg. What is the total weight?,360,24 boxes * 15 kg = 360 kg,360,24,0
llama-3.1-8b-instant,cot,arith_hard_13,arithmetic,hard,A warehouse ships 24 boxes each weighing 15 kg. What is the total weight?,360,"To find the total weight of the boxes shipped from the warehouse, we need to multiply the number of boxes by the weight of each box.

Number of boxes: 24
Weight of each box: 15 kg

Total weight = Number of boxes * Weight of each box
Total weight = 24 * 15
Total weight = 360 kg

Therefore, the total weight of the boxes shipped from the warehouse is 360 kg.",360,24,0
llama-3.1-8b-instant,concise_cot,arith_hard_13,arithmetic,hard,A warehouse ships 24 boxes each weighing 15 kg. What is the total weight?,360,"To find the total weight, we need to multiply the number of boxes by the weight of each box.

Explanation: 
- The warehouse ships 24 boxes.
- Each box weighs 15 kg.
- To find the total weight, we multiply the number of boxes (24) by the weight of each box (15 kg).

Answer: 
24 boxes * 15 kg/box = 360 kg",360,24,0
llama-3.1-8b-instant,direct,arith_hard_14,arithmetic,hard,A class has 28 students. Each student has 3 notebooks. How many notebooks are there?,84,28 students * 3 notebooks/student = 84 notebooks.,84,28,0
llama-3.1-8b-instant,cot,arith_hard_14,arithmetic,hard,A class has 28 students. Each student has 3 notebooks. How many notebooks are there?,84,"To find the total number of notebooks, we need to multiply the number of students by the number of notebooks each student has.

Number of students: 28
Number of notebooks per student: 3

Total number of notebooks = Number of students * Number of notebooks per student
Total number of notebooks = 28 * 3
Total number of notebooks = 84

Therefore, there are 84 notebooks in total.",84,28,0
llama-3.1-8b-instant,concise_cot,arith_hard_14,arithmetic,hard,A class has 28 students. Each student has 3 notebooks. How many notebooks are there?,84,"To find the total number of notebooks, we need to multiply the number of students by the number of notebooks each student has.

Explanation: 
- Number of students: 28
- Number of notebooks per student: 3
- Total number of notebooks = Number of students * Number of notebooks per student

Answer: 
Total number of notebooks = 28 * 3 = 84",84,28,0
llama-3.1-8b-instant,direct,arith_hard_15,arithmetic,hard,You save $90 each month for 8 months. How much do you save?,720,$720.,720,720.,0
llama-3.1-8b-instant,cot,arith_hard_15,arithmetic,hard,You save $90 each month for 8 months. How much do you save?,720,"To find out how much you save, we need to multiply the amount you save each month by the number of months you save.

Step 1: Amount saved each month = $90
Step 2: Number of months saved = 8
Step 3: Multiply the amount saved each month by the number of months saved
$90 * 8 = $720

So, you save a total of $720.",720,1,0
llama-3.1-8b-instant,concise_cot,arith_hard_15,arithmetic,hard,You save $90 each month for 8 months. How much do you save?,720,"To find the total amount saved, you need to multiply the monthly savings by the number of months.

Explanation: This is a simple multiplication problem where the monthly savings is the base and the number of months is the multiplier. 

Answer: $90 * 8 = $720",720,90,0
llama-3.1-8b-instant,direct,arith_hard_16,arithmetic,hard,A movie ticket costs $12. You buy 15 tickets. What is the total cost?,180,$180.,180,180.,0
llama-3.1-8b-instant,cot,arith_hard_16,arithmetic,hard,A movie ticket costs $12. You buy 15 tickets. What is the total cost?,180,"To find the total cost of the movie tickets, we need to multiply the cost of one ticket by the number of tickets.

Cost of one ticket: $12
Number of tickets: 15

Total cost = Cost of one ticket * Number of tickets
Total cost = $12 * 15
Total cost = $180

So, the total cost of the movie tickets is $180.",180,12,0
llama-3.1-8b-instant,concise_cot,arith_hard_16,arithmetic,hard,A movie ticket costs $12. You buy 15 tickets. What is the total cost?,180,"To find the total cost of the movie tickets, you need to multiply the cost of one ticket by the number of tickets you bought.

The cost of one ticket is $12, and you bought 15 tickets. 

Total cost = cost of one ticket * number of tickets
Total cost = $12 * 15
Total cost = $180

So, the total cost of the movie tickets is $180.",180,12,0
llama-3.1-8b-instant,direct,arith_hard_17,arithmetic,hard,A train travels 110 km per hour for 2 hours. How far does it travel?,220,440 km.,220,440,0
llama-3.1-8b-instant,cot,arith_hard_17,arithmetic,hard,A train travels 110 km per hour for 2 hours. How far does it travel?,220,"To find the distance traveled by the train, we need to multiply the speed of the train (110 km per hour) by the time it traveled (2 hours).

Step 1: Identify the speed of the train. 
Speed = 110 km per hour.

Step 2: Identify the time the train traveled.
Time = 2 hours.

Step 3: Multiply the speed by the time to find the distance traveled.
Distance = Speed * Time
Distance = 110 km/hour * 2 hours
Distance = 220 km

Therefore, the train travels 220 km.",220,110,0
llama-3.1-8b-instant,concise_cot,arith_hard_17,arithmetic,hard,A train travels 110 km per hour for 2 hours. How far does it travel?,220,"To find the distance traveled by the train, we need to multiply the speed of the train by the time it traveled.

The formula for distance is: Distance = Speed × Time

Given speed = 110 km/h, time = 2 hours

Distance = 110 km/h × 2 hours
Distance = 220 km

So, the train travels 220 km.",220,110,0
llama-3.1-8b-instant,direct,arith_hard_18,arithmetic,hard,A store sells 18 boxes each containing 24 bottles. How many bottles are sold?,432,18 * 24 = 432,432,18,0
llama-3.1-8b-instant,cot,arith_hard_18,arithmetic,hard,A store sells 18 boxes each containing 24 bottles. How many bottles are sold?,432,"To find the total number of bottles sold, we need to multiply the number of boxes sold by the number of bottles in each box.

Number of boxes sold: 18
Number of bottles in each box: 24

Total number of bottles sold = Number of boxes sold * Number of bottles in each box
= 18 * 24
= 432

Therefore, the store sold 432 bottles.",432,18,0
llama-3.1-8b-instant,concise_cot,arith_hard_18,arithmetic,hard,A store sells 18 boxes each containing 24 bottles. How many bottles are sold?,432,"To find the total number of bottles sold, we need to multiply the number of boxes sold by the number of bottles in each box.

Explanation: 
- The store sells 18 boxes.
- Each box contains 24 bottles.
- To find the total number of bottles sold, we multiply the number of boxes (18) by the number of bottles in each box (24).

Answer: 
18 * 24 = 432 bottles",432,18,0
llama-3.1-8b-instant,direct,arith_hard_19,arithmetic,hard,You buy 4 jackets at $85 each and receive $40 off. What is the final cost?,300,$340 - $40 = $300,300,340,0
